,id,name,cuisines,average_cost_for_two,price_range,extamblishment_type,timings,locality,locality_verbose,address,latitude,longitude,aggregate_rating,votes
2109,18165920,Barbeque Nation,"North Indian, Kebab, BBQ, Chinese",1300,3,Casual Dining,"Mon-Sun (12 Noon to 3 PM, 7 PM to 11 PM)","Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","355, Ground Floor, Ramdas Nayak Road, Hill Road, Bandra West, Mumbai",72.8341935575,19.0560664173,4.3,1215
2110,18561238,Jamjar Diner,"American, Italian, Mexican, Healthy Food, Burger, Salad",1500,3,Casual Dining,9 AM to 1 AM,"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","133, 1st Floor, Gazebo House, Sayed Wadi, Hill Road, Bandra West",72.8283312544,19.0549220772,4.1,1696
2111,19101163,The Boston Butt,"South American, American, Bar Food",1700,3,Bar,"Closed (Mon),6pm – 1:30am (Tue-Sat),11am – 1:30am (Sun)","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Shop 5-6, A Wing, Gasper Enclave, Pali Naka, Pali Hill, Bandra West, Mumbai",72.8295452893,19.0618760953,4.8,294
2112,18851497,Tossin Pizza,"Pizza, Italian, Fast Food",900,2,Quick Bites,"11am – 5am (Mon, Tue, Wed, Thu, Sun), 11am – 6am (Fri-Sat)","Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","Shop 9, Ground Floor, Rizvi House Hill Road, A Wing 34, Hill Road, Bandra West, Mumbai",72.8350796923,19.0561164879,4.4,845
2113,19099562,Kaitlyns Beer Garden,"Finger Food, Mexican, Italian, Continental, Pizza, Asian",2200,4,Pub,"12midnight – 1:30am, 12noon – 12midnight (Mon-Sun)","Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","202, Khan House, Hill Road, Bandra West, Mumbai",72.8282570000,19.0547060000,4.5,182
2114,46330,Birdsong - The Organic Cafe,"Cafe, Healthy Food, Beverages, Salad",1600,3,Café,9:30am – 11pm (Mon-Sun),"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","Shop 1-5, Waroda Road, Hill Road, Bandra West, Mumbai",72.8275470436,19.0541203055,3.9,1842
2115,18237753,Tea Villa Cafe,"Cafe, Fast Food, Desserts, Beverages",1000,3,Café,10am – 12midnight (Mon-Sun),"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","31, Opposite Globus, Hill Road, Bandra West, Mumbai",72.8339488059,19.0558994094,4.2,7113
2116,18374845,Howra Burger,"American, Burger",600,2,,12 Noon to 12 Midnight,"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","Shop 6, Dunhill Apartment, Waroda Road, Hill Road, Bandra West",72.8282900155,19.0543180551,3.9,884
2117,35073,Eat Around the Corner,"American, Italian, Lebanese",1100,3,Casual Dining,7 AM to 1 AM,"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","24th & 30th Road Junction, Opposite St Theresa&#039;s Boys High School, TPS III, Pali Hill, Bandra West",72.8326459229,19.0622538298,4.1,2163
2118,18547550,Dimsum (Momo) Express,"Momos, Chinese, Tibetan",500,2,Quick Bites,11am – 12:30AM (Mon-Sun),"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","Shop 24, 170/A, Baxu Bhai Mansion, SV Road, Near Talav Signal, Nr. Sai Sagar Hotel, Hill Road, Bandra West, Mumbai",72.8377830000,19.0545430000,4.1,519
2119,18869692,Mia Cuccinna,"Italian, Continental",2000,4,Casual Dining,12 Noon to 12:30 AM,"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","164, Hill Road, Bandra West, Mumbai",72.8282186016,19.0549981343,4.3,503
2120,41807,Hill Breeze Restaurant Bar,"North Indian, Chinese, Malwani, Mughlai",650,2,Casual Dining,11:30 AM to 12:30 AM (Mon-Sun),"Wagle Estate, Thane West","Wagle Estate, Thane West, Thane","15/16, Jakat Naka Shopping Line, Shree Nagar, Near Tata Fisson Co, Wagle Estate, Thane West, Mumbai",72.9455273598,19.1894664327,3.4,32
2121,18358466,Butter Chicken Factory,"North Indian, Kebab, Biryani",800,2,Casual Dining,"12noon – 12midnight (Mon-Thu),12noon – 1am (Fri-Sun)","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Shop 7, Silver Cross Building, 16th & 33rd Road Junction, Pali Hill, Bandra West, Mumbai",72.8310339153,19.0659725042,4.4,2320
2122,38921,Hearsch Bakery,"Bakery, Desserts, Fast Food",400,1,Bakery,"9 AM to 10 PM (Mon, Wed-Sun), Tue Closed","Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","90/A, Next to Holy Family Hospital, Hill Road, Bandra West, Mumbai",72.8270823509,19.0552044393,4.3,2453
2123,47978,Smoke House Deli,"European, Italian, American, Salad",2500,4,Casual Dining,7AM to 1AM (Mon-Sun),"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Clove, 33rd Road, B. R. Ambedkar Road, Pali Hill, Bandra West, Mumbai",72.8297270089,19.0654255617,4.5,3421
2124,37237,Candies,"Cafe, Continental, Italian, Desserts",650,2,Café,"8:30 AM to 9 PM (Tue-Sun), Mon Closed","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Mac Ronells, Next To Learners Academy School, Pali Hill, Bandra West, Mumbai",72.8269354999,19.0607755266,4.1,10323
2125,41319,Indigo Delicatessen,"European, Continental, Salad",2400,4,Casual Dining,9 AM to 12:30 AM,"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","8, Fatima Villa, 29th Road, Pali Naka, Pali Hill, Bandra West, Mumbai",72.8299553320,19.0616808899,4.1,1211
2126,45437,Between Breads,Cafe,1200,3,Café,11 AM to 11:30 PM,"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","2, Kalpitam Apartments, 16th Road, Opposite Hawaiian Shack, Pali Hill, Bandra West, Mumbai",72.8309014812,19.0643440298,4.0,2785
2127,19134030,Shibuii,"Asian, Malaysian, Thai, Japanese",2000,4,Casual Dining,"12noon – 4pm, 7pm – 12midnight (Mon-Sun)","Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","1st Floor, Suru Palace, Hill Road, Diagonally Opposite Marks & Spencer, Hill Road, Bandra West, Mumbai",72.8342277557,19.0558290569,4.1,105
2128,18562484,Farmer's Cafe,Cafe,1000,3,Café,9 AM to 11 PM,"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Shop 2, Rita Apartments, 16th Road, Nr. Mini Punjab Hotel, Bandra West, Mumbai",72.8309309855,19.0649074540,4.1,1345
2129,37430,Amrut Sagar Fast Food,"Fast Food, South Indian, Chinese, Beverages",500,2,Quick Bites,8 AM to 1 AM (Mon-Sun),"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","Shop 2 and 3, Rizvi Palace, Adeshir House, Hill Road, Bandra West, Mumbai",72.8343209624,19.0558588458,3.9,646
2130,17805688,Wok Express - Chinese Wok,"Chinese, Asian, Thai, Beverages",800,2,Casual Dining,11 AM to 12 Midnight,"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Shop 1-2, Dheeraj Swapna Building, Pali Naka, Pali Hill, Bandra West, Mumbai",72.8294668347,19.0622097820,3.9,1518
2131,34150,Mini Punjab,"North Indian, Mughlai, Chinese",900,2,Casual Dining,"12 Noon to 4 PM, 7 PM to 12 Midnight (Mon-Sun)","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","3, Kailash Shopping Center, Junction Of 16th & 33rd TPS Road, Pali Hill, Bandra West",72.8309960291,19.0653552132,3.7,1345
2132,18632187,Chantilly,"Desserts, Beverages, Fast Food",350,1,Dessert Parlour,12 Noon to 12 Midnight,"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Shop 6, Shaktiraj CHS, Near Gold’s Gym, Pali Hill, Bandra West",72.8295818344,19.0608807354,4.3,497
2133,18925725,Seefah,"Japanese, Thai, Sushi, Asian",1800,3,Casual Dining,"Closed (Mon),12noon – 3:30pm, 7pm – 11:15pm (Tue-Sat),12noon – 3:30pm, 7pm – 11pm (Sun)","Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","3rd Floor, Khan House, Near Holy Family Hospital, Hill Road, Bandra West, Mumbai",72.8281803802,19.0546134114,4.2,266
2134,18801481,Thangabali,"South Indian, Andhra, Seafood, Chettinad, Kerala",1200,3,Casual Dining,12noon – 3am (Mon-Sun),"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Level One, 12 Union Park, Pali Hill, Bandra West, Mumbai",72.8253006935,19.0719488270,4.4,931
2135,18517326,Mahlzeit - Berlin Street Food,German,750,2,Casual Dining,"12noon – 4pm, 6pm – 11pm (Mon-Fri),12noon – 11pm (Sat-Sun)","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","1, Sefa House, Pali Mala Road, Next to Gem Medicals, Pali Hill, Bandra West, Mumbai",72.8247327358,19.0627820863,4.0,654
2136,18250312,McDonald's,"Burger, Fast Food",500,2,Quick Bites,7 AM to 1 AM,"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","Gazebo House, Hill Road, Bandra West, Mumbai",72.8282923624,19.0548232028,4.0,372
2137,34155,Shree Sagar Pure Veg,"North Indian, Chinese, South Indian, Street Food, Fast Food",750,2,Casual Dining,8 AM to 1 AM,"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Shyam Kunj, Pali Naka, 16th Road, Pali Hill, Bandra West, Mumbai",72.8306087852,19.0623774173,4.1,589
2138,37239,Candies,"Cafe, Continental, Italian, Desserts",650,2,Quick Bites,"Closed (Mon),8:30 AM to 10 PM (Tue-Sun)","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Union Park, Pali Hill, Bandra West Pali Hill, Pali Hill, Bandra West",72.8277032822,19.0704994459,4.1,770
2139,34139,Jai Hind Lunch Home,"Konkan, Malwani, North Indian, Seafood",850,2,Casual Dining,"11:30 AM to 3 PM, 7:30 PM to 11:30 PM (Mon, Wed-Sun), Tue Closed","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Dr Ambedkar Road, Pali Naka, Pali Hill, Bandra West, Mumbai",72.8294956684,19.0629424326,4.2,814
2140,47865,Eddies Bistro,"European, Continental, Italian",2000,4,Casual Dining,12 Noon to 1 AM,"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","6, Silver Croft Building, 16th & 33rd Road Junction, Pali Hill, Bandra West",72.8308857232,19.0656385082,4.0,1167
2141,18432740,The Lab,"Italian, Fast Food, Pizza, Desserts, Chinese, North Indian, Mexican",700,2,Casual Dining,"11 AM to 11 PM (Mon-Fri), 11 AM to 12 Midnight (Sat-Sun)",Malabar Hill,"Malabar Hill, Mumbai","240, Walkeswar Road, Dahibai Building, Malabar Hill, Mumbai",72.7953786403,18.9455709952,3.8,927
2142,17843832,Dr. Bubbles Chai Specialist,"Beverages, Bubble Tea",350,1,Beverage Shop,11 AM to 11 PM,"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","Opposite Marks and Spencers, Hill Road, Bandra West",72.8340661526,19.0562619462,3.9,406
2143,34193,Khane Khas,"North Indian, Mughlai, Biryani, Rolls",1000,3,Casual Dining,"12noon – 3pm, 7pm – 12midnight (Mon-Sun)","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","4, Silver Croft Building, Junction Of 16th & 33rd Road, TPS 3, Pali Hill, Bandra West, Mumbai",72.8308729827,19.0654734113,4.3,716
2144,43181,A1 Bakery,"Bakery, Desserts",150,1,Bakery,5:45 AM to 9 PM (Mon-Sun),"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","89 B, Opposite to American Express Bakery, Hill Road, Bandra West, Mumbai",72.8264547139,19.0546454188,3.9,460
2145,34167,Soul Fry,"Goan, Seafood",1000,3,Casual Dining,"12:30pm – 3pm (Mon, Tue, Wed, Thu, Sat, Sun), 12:30pm – 3:30pm (Fri)","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Pali Mala Road, Opposite Pali Vegetable Market, Pali Hill, Bandra West",72.8281052783,19.0627630729,3.8,553
2146,18807521,Hoppumm,Sri Lankan,800,2,Casual Dining,"Closed (Mon),11:30am – 3:30pm, 7:30pm – 11:30pm (Tue-Sun)","Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Shop 8, Rafi Mansion, 28th Road, Pali Hill, Bandra West, Mumbai",72.8310429677,19.0602009971,4.1,343
2147,18538712,Blue Tokai Coffee Roasters,"Cafe, Desserts",700,2,Café,7am – 11pm (Mon-Sun),"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Shop 7, Rays House CHS Limited, New Kantwadi, Off Perry Road, Pali Hill, Bandra West, Mumbai",72.8242861480,19.0603993732,4.1,403
2148,43193,Imbiss,"German, European, Continental, Burger",1000,3,Casual Dining,"11:30 AM to 3 PM, 6:30 PM to 11 PM (Tue-Sun), Mon Closed","Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","14, Ben O Lil Haven, Waroda Road, Off Hill Road, Hill Road, Bandra West",72.8298057988,19.0538873790,4.3,3607
2149,38216,Sea Lord,"Chinese, North Indian, Mughlai",1050,3,Casual Dining,11:30 AM to 12 Midnight (Mon-Sun),Worli,"Worli, Mumbai","108, Neelam Building, Worli Sea Face Road, Worli, Mumbai",72.8142992780,19.0021686592,3.6,265
2150,37880,The Lagoon - Sea Princess,"Mediterranean, Pizza, Salad",1200,3,Casual Dining,9 AM to 12 Midnight,"Sea Princess, Juhu","Sea Princess, Juhu, Mumbai","Hotel Sea Princess, Juhu Tara Road, Juhu, Mumbai",72.8282511234,19.0933724578,4.0,322
2151,18447060,Sea Shells,"Seafood, North Indian, Chinese, Malwani, Mughlai, Thai",400,1,Casual Dining,11:30 AM to 1 AM (Mon-Sun),"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Zaffar Manzil, 29th Road, Pali Hill, Bandra West",72.8331072629,19.0615509641,3.1,8
2152,18245968,Jeon - Sea Princess,"Italian, North Indian, Mediterranean",2200,4,Casual Dining,24 Hours (Mon-Sun),"Sea Princess, Juhu","Sea Princess, Juhu, Mumbai","Hotel Sea Princess, Juhu Tara Road, Juhu, Mumbai",72.8282538056,19.0933094084,4.2,206
2153,35694,Sea Corner,"North Indian, Mughlai, Lucknowi, Chinese, Biryani, Seafood",900,2,Casual Dining,11 AM to 11:30 PM (Mon-Sun),Worli,"Worli, Mumbai","Abdul Gaffar Khan Road, Worli Sea Face, Worli, Mumbai",72.8210949898,19.0133836249,3.7,223
2154,46525,Sea Shore,"Fast Food, North Indian, South Indian",350,1,Quick Bites,7 AM to 11:30 PM (Mon-Sun),Mahalaxmi,"Mahalaxmi, Mumbai","7, Keshaurao Khade Marg, Mahalaxmi Race Course, Mahalaxmi, Mumbai",72.8212800622,18.9800227547,3.3,10
2155,39675,Yauatcha,"Asian, Cantonese, Chinese, Tea",2800,4,Fine Dining,12 Noon to 1 AM,Bandra Kurla Complex,"Bandra Kurla Complex, Mumbai","Raheja Towers, Bandra Kurla Complex, Mumbai",72.8626300022,19.0610658011,4.6,6137
2156,18707459,Butterfly High,Modern Indian,1200,3,Bar,12 Noon to 12 Midnight,Bandra Kurla Complex,"Bandra Kurla Complex, Mumbai","Unit 4, Ground Floor, Jet Airways Godrej G Block, next to MCA, Bandra Kurla Complex, Mumbai",72.8651976000,19.0593718000,4.7,1634
2157,41309,Cafe Sea Side,"Fast Food, Chinese",500,2,Casual Dining,9:30 AM to 11:30 PM,"Bandstand, Bandra West","Bandstand, Bandra West, Mumbai","Near Taj Land's End, Bandstand, Bandra West, Mumbai",72.8192784637,19.0456482262,2.0,189
2158,49641,Sweetish House Mafia,"Bakery, Desserts",300,1,Bakery,"9 AM to 12 Midnight (Mon-Wed, Sun), 9 AM to 1:30 AM (Thu-Sat)",Lower Parel,"Lower Parel, Mumbai","Mathuradas Mills Compound, NM Joshi Marg, Lower Parel West, Lower Parel, Mumbai",72.8304458410,19.0006089840,4.2,822
2159,16527711,The Rolling Pin,"Cafe, Bakery, Desserts",1000,3,Café,"11 AM to 12 Midnight (Mon-Thu, Sun), 11 AM to 12:30 AM (Fri-Sat)",Lower Parel,"Lower Parel, Mumbai","12, Janta Industrial Estate, Senapat Bapat Road, Lower Parel, Mumbai",72.8252909705,18.9943603093,4.1,3377
2160,18607177,Elementaria Bakery Cafe,"Cafe, Desserts, Sandwich",800,2,Café,10am – 5am (Mon-Sun),Lower Parel,"Lower Parel, Mumbai","Shop 10, Khimji Nagji Chawl 1, Opposite High Street Phoenix, Lower Parel, Mumbai",72.8262833878,18.9957412450,4.0,766
2161,37995,Quattro Ristorante,"Italian, Mexican",2300,4,Casual Dining,"12 Noon to 4 PM, 6:30 PM to 11:30 PM",Lower Parel,"Lower Parel, Mumbai","7, Janta India Estate, Senapati Bapat Marg, Opposite Phoenix Mills, Lower Parel, Mumbai",72.8256879374,18.9943083179,4.3,2938
2162,18098231,The Daily Bar & Kitchen,"Mediterranean, Italian, European",2000,4,Bar,"12noon – 1:30am (Mon, Tue, Wed, Fri, Sat, Sun), Closed (Thu)","Linking Road, Bandra West","Linking Road, Bandra West, Mumbai","Ground Floor, Behind Shoppers Stop, SV Road, Linking Road, Bandra West",72.8369370000,19.0609420000,4.4,958
2163,18608552,Elementaria Bakery Cafe,"Cafe, Desserts, Sandwich",800,2,Café,10am – 5am (Mon-Sun),Bandra Kurla Complex,"Bandra Kurla Complex, Mumbai","Shop 1A, Godrej Jet Airways Building, Bandra Kurla Complex, Mumbai",72.8646155074,19.0594635809,4.1,913
2164,38688,LSD - Love Sugar & Dough,"Bakery, Desserts",600,2,Bakery,11:30 AM to 12 Midnight,Khar,"Khar, Mumbai","31, Bajaj Arcade, Union Park, Near Olives, Khar, Mumbai",72.8266467000,19.0725808000,3.9,1218
2165,18513825,Hemant Oberoi,"Continental, Italian, French, European, Japanese, Lebanese, Asian",3000,4,Fine Dining,"12 Noon to 3 PM, 7 PM to 12 Midnight",Bandra Kurla Complex,"Bandra Kurla Complex, Mumbai","Unit 5, Ground Floor, Jet Airways Godrej Building, Bandra Kurla Complex, Mumbai",72.8642634675,19.0601921240,4.0,1016
2166,16708065,Batter Up Cookies & More,"Bakery, Desserts",500,2,Bakery,10 AM to 10 PM (Mon-Sun),Matunga East,"Matunga East, Mumbai","Garden Panorama, Behind Khalsa College, King's Circle, Matunga East, Mumbai",72.8562024236,19.0262799479,3.9,126
2167,18824980,Bayroute,"Egyptian, Turkish, Lebanese, Moroccan, Greek",3000,4,Fine Dining,12 Noon to 1:30 AM,Powai,"Powai, Mumbai","1, Ground Floor, Transocean House, Lake Blve Road, Hiranandani Business Park, Powai, Mumbai",72.9073060000,19.1198220000,4.8,1134
2168,39154,Botticino - Trident,Italian,4000,4,Fine Dining,"12 Noon to 3 PM, 7 PM to 11 PM","Trident, Bandra Kurla Complex","Trident, Bandra Kurla Complex, Mumbai","C 56, G Block, Trident Hotel, Bandra Kurla Complex, Mumbai",72.8674791008,19.0671902846,4.0,301
2169,43880,Guilt Trip,Desserts,550,2,Dessert Parlour,10:30 AM to 12:30 AM,"Carter Road, Bandra West","Carter Road, Bandra West, Mumbai","Shop 3, Gagangiri Premises CHS, Building A, Opposite Ellora Building, Carter Road, Bandra West, Mumbai",72.8233453631,19.0709500419,4.1,1252
2170,48736,Burma  Burma,"Asian, Burmese, Bubble Tea, Desserts, Salad, Tea, Beverages, Ice Cream",1500,3,Casual Dining,"12noon – 3pm, 7pm – 11pm (Mon-Fri),12noon – 3:30pm, 7pm – 11pm (Sat-Sun)",Fort,"Fort, Mumbai","Kothari House, Allana Centre Lane, MG Road, Behind Mumbai University, Fort, Mumbai",72.8319931403,18.9295880342,4.4,3252
2171,18419736,Estella,"Asian, European, Bar Food",2500,4,Fine Dining,6 PM to 1 AM (Mon-Sun),Juhu,"Juhu, Mumbai","Ground Floor, Nichani Kutir Building, Juhu Tara Road, Opposite HDFC Bank, Juhu, Mumbai",72.8274042159,19.0900634366,4.2,1199
2172,38062,Celini - Grand Hyatt,Italian,6000,4,Fine Dining,"12:30pm – 3pm, 7pm – 6am (Mon-Sat),12:30pm – 4pm, 7pm – 6am (Sun)","Grand Hyatt, Santacruz East","Grand Hyatt, Santacruz East, Mumbai","Grand Hyatt, Off Western Express Highway, Santacruz East, Mumbai",72.8512286022,19.0785225332,4.2,598
2173,18052306,DANIEL PÂTISSIER,"Bakery, Desserts",300,1,Dessert Parlour,11 AM to 11:30 PM (Mon-Sun),"Hill Road, Bandra West","Hill Road, Bandra West, Mumbai","At Jim-me's Kitchen, 12B St. Peter Road, Off, Hill Road, Bandra West, Mumbai",72.8306661174,19.0539174852,4.0,191
2174,18738288,Provenance,Cafe,700,2,Café,11 AM to 10 PM,"Palladium Mall, Lower Parel","Palladium Mall, Lower Parel, Mumbai","462, Ground Floor Palladium Mall, Senapati Bapat Marg, Lower Parel, Mumbai",72.8240957111,18.9941827776,3.8,114
2175,18618004,Plate & Pint,"Cafe, Italian, American, Desserts",1200,3,Café,8:30 AM to 11:30 PM,Kemps Corner,"Kemps Corner, Mumbai","106, Dhunabad, Bhulabhai Desai Road, Kemps Corner, Mumbai",72.8051747382,18.9647238597,4.2,433
2176,45765,Dessert Junction,"Cafe, Desserts, Fast Food, Beverages",500,2,Café,"12 Noon to 12 Midnight (Tue-Sun), Mon Closed",Vile Parle East,"Vile Parle East, Mumbai","6, Parmar CHS Limited, Paranjpe B Scheme Road 1, Near Mahila Sangh School, Vile Parle East, Mumbai",72.8521247953,19.1047716626,4.3,751
2177,18408306,DANIEL PÂTISSIER,"Bakery, Desserts",300,1,Bakery,11 AM to 11:30 PM (Mon-Sun),"Pali Hill, Bandra West","Pali Hill, Bandra West, Mumbai","Shop 3, ALJ Residency, Pali Naka, Pali Hill, Bandra West, Mumbai",72.8292633221,19.0627180745,4.0,225
2178,46544,Cake Pop Rush,"Bakery, Desserts",300,1,Bakery,10:30am – 6:30pm (Mon-Sun),Tardeo,"Tardeo, Mumbai","Shop 31, Navyug Nagar 2, Forjett Hill, Tardeo, Mumbai",72.8116490000,18.9674370000,4.0,439
2179,49259,Farmhouse Sea N Sand,"North Indian, Continental, Seafood, Chinese",1100,3,Casual Dining,11:30am – 12midnight (Mon-Sun),Vasai,"Vasai, Mumbai","Pachubander, Vasai West, Vasai, Mumbai",72.8047786652,19.3295109049,4.2,1402
2180,18349450,Bono Boutique Ice Cream,Ice Cream,750,2,Dessert Parlour,"11 AM to 3 PM, 4 PM to 11 PM","Bandstand, Bandra West","Bandstand, Bandra West, Mumbai","Savia Building, Rebello Road, Near Mehboob Studio, Banstand, Bandra West, Mumbai",72.8244018182,19.0496106639,2.8,67
2181,18605484,Cocoamaya,"Bakery, Desserts",400,1,Bakery,"11 AM to 11 PM (Mon-Sat),11 AM to 10 PM (Sun)",Sakinaka,"Sakinaka, Mumbai","Shivani Dongre Industrial Premises, Andheri Kurla Road, Sakinaka, Mumbai Near Sakinaka Metro Station",72.8840950504,19.1055544974,4.2,268
2182,48338,The Boston Cupcakery,"Desserts, Bakery",500,2,Dessert Parlour,10 AM to 1:30 AM,"Andheri Lokhandwala, Andheri West","Andheri Lokhandwala, Andheri West, Mumbai","Shop 1, Legend Apartment, Near Millat Nagar Circle, Andheri Lokhandwala, Andheri West",72.8281565756,19.1468275480,4.3,2511
2183,18534132,Sweetish House Mafia,"Bakery, Desserts",300,1,Bakery,9 AM to 12 Midnight (Mon-Sun),Kemps Corner,"Kemps Corner, Mumbai","Shop 2 B, Nasrullah Terrace Situate AT 6, Nepeansea Road, Stephen Church, Kemps Corner, Mumbai",72.8040978000,18.9646056000,3.9,72
2184,16516154,U Tan Sea Resorts,"Continental, North Indian, Thai, South Indian",1400,3,Casual Dining,7:30 AM to 12 Midnight (Mon-Sun),Bhayandar,"Bhayandar, Mumbai","Chowk Dongri, Vitta Uttan, West Bhayandar, Mumbai",72.7872900000,19.3021840000,4.0,289
2185,18796969,Elementaria Bakery and Cafe,"Cafe, Desserts, Sandwich",800,2,Café,10am – 4:05am (Mon-Sun),Juhu,"Juhu, Mumbai","Tian Building, JVPD, Opposite Andhra Bank, Juhu, Mumbai",72.8364275023,19.1144486478,4.0,222
2186,19016795,Xotik Cafe,"Cafe, Continental",700,2,Café,11 AM to 11 PM,Malad East,"Malad East, Mumbai","4, Ashoka Palace, Rajendra Nagar, Malad East, Mumbai",72.8534166142,19.1818094108,4.2,270
2187,37679,Cream Centre,"North Indian, Mexican, Italian",1600,3,Casual Dining,12 Noon to 12 Midnight,Chowpatty,"Chowpatty, Mumbai","Fulchand Niwas, Chowpatty Sea Face, Chowpatty, Mumbai",72.8132783622,18.9556288935,3.9,1930
2188,18310383,Sweetish House Mafia,"Bakery, Desserts",300,1,Bakery,"9am – 12midnight (Mon-Wed),9am – 1am (Thu-Sun)","Oshiwara, Andheri West","Oshiwara, Andheri West, Mumbai","Shop 3, Building 42, Matrucharya, Near Oshiwara Police Station, New Link Road, Oshiwara, Andheri West",72.8316156194,19.1499020082,4.2,257
2189,17843852,Choc Le',"Bakery, Desserts",300,1,Bakery,10 AM to 6 PM (Mon-Sun),Sion,"Sion, Mumbai","220, Champaklal Industrial Estate, Sion, Mumbai",72.8656106070,19.0409263271,3.6,15
2190,18650882,The Messy House - Dessert Bar & Cafe,"Desserts, Ice Cream, Fast Food",400,1,Dessert Parlour,12 Noon to 12 Midnight,Kandivali West,"Kandivali West, Mumbai","Shop 31 - 32, Bhoomi Enclave, Mahavir Nagar, Kandivali West, Mumbai",72.8417275473,19.2119420934,4.0,578
2191,48391,Peche Mignon - Novotel,"Desserts, Bakery",1500,3,Dessert Parlour,10 AM to 10 PM,"Novotel, Juhu","Novotel, Juhu, Mumbai","Novotel, Juhu Beach, Balraj Sahani Marg, Juhu, Mumbai",72.8246599808,19.1084285562,3.6,104
2192,18415180,Nice Kream,"Ice Cream, Desserts",350,1,Dessert Parlour,11:30 AM to 1:30 AM (Mon-Sun),Kemps Corner,"Kemps Corner, Mumbai","Shop 5, Nasrullah Terrace, Junction of Warden & Nepeansea Road, Opposite St. Stephen's Church, Kemps Corner, Mumbai",72.8044408187,18.9647898117,3.6,81
2193,39262,Bachelorr's,"Beverages, Fast Food, Desserts, Ice Cream, Juices",400,1,Beverage Shop,2 PM to 2:30 AM,Chowpatty,"Chowpatty, Mumbai","45, Chowpatty Sea Face, Netaji Subhash Chandra Bose Marg, Marine Drive, Chowpatty, Mumbai",72.8154077008,18.9541141275,3.9,2866
2194,45596,Amar Juice Centre,"South Indian, Chinese, Street Food, Fast Food",500,2,Quick Bites,10 AM to 1 AM,Chowpatty,"Chowpatty, Mumbai","D 39, NA Purandere Marg, Chowpatty Sea Face, Chowpatty, Mumbai",72.8148635477,18.9545479158,3.8,571
2195,18776945,Where's My Cone,"Ice Cream, Desserts",250,1,Dessert Parlour,Mon-Sun (12 Noon to 1 AM),Juhu,"Juhu, Mumbai","Shop No 1, La blanc Juhu Tara Road, Juhu, Mumbai",72.8268962726,19.1019428448,3.8,59
2196,19153209,Catch - Flavours Of The Sea,"Chinese, North Indian, Seafood",700,2,Casual Dining,"12noon – 3:30pm, 7pm – 11:30pm (Mon-Sun)",Chakala,"Chakala, Mumbai","AP Misquitta Chawl, Near Fish Market, Tarun Bharat Road, Chakala, Mumbai",72.8606927767,19.1078092058,3.6,28
2197,47799,Being Hungry,"North Indian, Chinese, Mughlai, Fast Food",750,2,Casual Dining,"11 AM to 3 PM, 7 PM to 12:30 AM",Khar,"Khar, Mumbai","59, Sea Face Society CHS Ltd., Off Carter Road, Opoosite Amrit Building, Khar, Mumbai",72.8224934265,19.0715771352,4.0,497
